ID,Tweet,True Label,BERT,BERT 22,BERT 9,,,Model,T test
5483,nonsensical vulgar #aibroast is cool but a movie spreading social wellness is creepy. i haven't watched them though. lol #blockbustermsg,2,2,2,2,,,,
9201,ye digvijay singh yaha bhi aa gya apni bakwaas lekar  .  .  .  .   .  east or west modi ji is the best  !  .   .  namo india,1,1,1,1,,,,
12826,I frgt the frst line and i ws thnking a gal made dis confession . Bt since its a guy's confession . I respect you,0,1,1,1,,,,
10799,i'm going and actually meeting channing tatum tomorrow .  it's all set up .  suck my dick twitter !,2,1,1,1,,,,
11477,love u bhai jii salman khan,1,1,1,1,,,,
7315,"meanwhile   alia bhat call salman khan and ask him    "" aapka bhai sohail pakistan ki team ki taraf se kyu khel raha tha ?  """,0,0,0,0,,,,
7105,fuck you   band that covered it on friday night   and fuck you ricky martin for existing in the first place you big jerk .,2,2,2,2,,,,
11590,Han  ..  ðŸ˜œ,0,0,0,0,,,,
12160,dil behlane ke liye ye khyal bhi accha hai  .  .  .,0,1,1,1,,,,
10966,avi to party suru hue hai:-d,1,1,0,0,,,,
1692,bhaijaan mere Questions... aap sabse jyada kise chahte ho????,0,0,0,0,,,,
8722,Sala kamina sallu bhai ramjan mahineme bajarangi ban gaya kotta sala kamina sallu.... suno musalman bhaiyo aur behano es bar bi sallubhai ko ullu bana denge,2,2,2,2,,,,
437,Acha hai,2,0,0,0,,,,
2354,@bhayanakpuppy only msg can give a blowjob to shell.#blockbustermsg,0,0,0,0,,,,
68,brook lopez the 2nd best offensive center in the nba he not ass,1,1,0,1,,,,
4104,Han re😆😆😆😆😆😆 Hi,1,0,0,0,,,,
5647,haa bhai pls come in vrns,0,1,1,1,,,,
7410,Kisine mazak toh nai kiya,0,0,0,0,,,,
8232,ek mahine ka break liya tha bhai .  kya tabiyat kharab thi ?,0,0,0,2,,,,
1110,Rammi hindo salman. Kafir kuty ho tum gandooo,2,2,2,2,,,,
4506," my heart is gold   my twat is glass   c'mon baby can't ya see ?    yes .  . a glass twat .  . better known as a  "" womb with a view ""  ;d lol !",1,0,0,0,,,,
8347,ye sab theek hai but sabse jyada insulting moment woh hota thaa jab aap bahar class room ke khade ho and sab apko aise dekhte ho jaise world war humne karwaya thaa .  .  .  . :),0,2,1,1,,,,
2262,apni class me to teachers k wafadaar pille solar cooker aur pawan chakki market se purchase karke le aate the aur unke chakkar me humaare mehnat se banaaye projects ko sala koi poochta tak ni tha   class ki almaarion me pade pade sad jaate the :-( unki maa ka thermacol   waise dusro k thermocol k projects todke unhi k uppar 'holi hai' karne k bhi alag he maje tha .,2,2,0,2,,,,
10159,salam vai jan,0,1,1,1,,,,
2551,@aloknath bdabbuji ! after #aapsweep #aapstorm khud kia nakli mooch aur bache kuche baal mundwana tho bantha hai ! @bharat_builder,2,2,1,1,,,,
6753,Salman bas mjhe aapse ek ques poochna h bas or kuch,0,0,0,0,,,,
1401,aur arvind uncle kaise ho?? kya loge?? arvind- sab kuch!! :p #aapsweep,0,0,0,0,,,,
4773,@gurmeetramrahim #blockbustermsg papa g tension muket karo..,0,0,0,0,,,,
3419,great ak sir .  . aap zindabad .  .  we have to first ensure on evm machines because these people are filthy,1,2,1,1,,,,
5736,haan. . . woh toh hai finalg,0,0,0,0,,,,
6003,Bs thk bhai,1,1,1,0,,,,
7727,admin post remove kar de warna pichware pe laat mar k bahar mikalun ga,2,2,2,2,,,,
891,finished signing up for the sat and act,0,0,0,1,,,,
9002,anna hazare ko khabaro me bane rahne ki aadat hai aur anna ko camera par bane rahna achchha lagta hai .,1,2,1,1,,,,
1765,Salman plz cm?,0,0,0,0,,,,
2084,<b>BHAAI COMENTSS KRTE KARTE BETTRY LOW HONE KO AAYI YE KYA BAAT YR,0,0,0,1,,,,
9461,the fact that we are going to be sophia grace and rosie at the studio on tuesday makes me soo happy !  @someUSER #accents #cuties,1,1,1,1,,,,
854,Osm pic sallu,1,1,1,1,,,,
10457,hahah :-d acha hua mummy ka fb account nhi h vrna ye post dekh kr maar pdti bht,1,2,2,2,,,,
445,hello @mrsgandhi :) nau lakhiya paridhaanon ko do takiyaa muffler nigal gaya :) #jiyohazarosaalkv #delhidecides http://t.co/7ppweqnm5v,1,0,0,0,,,,
10219,Kaisa print hai be  m,0,0,0,0,,,,
9852,Loan ?,2,0,0,2,,,,
1384,hon'ble #ak49 syd apko yd ho 49 days ki govt .  jhn aap chillate rhe ki koi mere under(*delhi police speially) nhi h .  .  .  .  .  to ab kya agr iss br #cm (hypthetical situation) bn gye to .  .  .  sb under aa jyenge .  .  .  .  ?  ?  ?  ?,2,0,0,2,,,,
10239,#rahulonleave will think and find the solution where 3 days of february missing.,2,0,2,0,,,,
5205,Aa to jao id wale din hi dekh lennge ki iss baar bhi record tutna hai pehele wali movies se haha....... Being salman khan? 1000 crores,1,2,2,1,,,,
12271,watched #pk movie with a very strong msg. everyone has to watch this! @aamir_khan @rajkumarhirani @anushkasharma,1,1,1,1,,,,
9253,mene socha tha ki  aap humesa such bolte he aur bhut acche h but aap bilkul bhi essaaa nhi he,2,2,2,1,,,,
1243,salman sir plz 5:00 pm kar dou plz 4:00 pm mein nai baat kar saku gi aapse plz sir plz,0,0,0,0,,,,
9998,salu miya kaal aa rahe h hum bhaijaan se milne,0,0,0,2,,,,
11390,Kuch toh baat hai bande mein... jo itne logon k dil me rehta hai....,0,2,2,2,,,,
10374,@gurmeetramrahim #blockbustermsg #msgthefilm #mustwatchmsg pitaji thanks 4 everything..lve u pitaji.. gud nyt pitaji..,0,0,0,1,,,,
7281,@someUSER mr .  monday night just made my thursday night' !  !  @someUSER #mohrstories,1,0,0,1,,,,
9982,Kutta harami madar chod bighrat salman to agar mje mil jai teri maa bhin ek kardonga,2,2,2,2,,,,
12681,movie me banaunga is story pr .. koi invstor hai toh bolo ???,0,0,1,2,,,,
1139,Hmm.,0,0,0,0,,,,
6935,@someUSER hey sue .  so excited to see you at wppi u tomorrow .  we're coming don canada and would love to buy you a drink .  @someUSER,1,1,1,1,,,,
943,kachua sir bhi kaafi hi-fi aadmi lagte hain .  aisi tagdi definition !,1,2,0,0,,,,
7474,"watch  "" shri narendra modi promises to people that bjp will bring the black mone .  .  .  ""  on youtube - shri narendra modi promises to people that bjp will bring the black mone .  .  . :",1,0,0,0,,,,
2723,@someUSER @someUSER @someUSER monday is the tournament .  weight class negros .  #whoboutit,0,0,0,0,,,,
2472,rt @satgurinsan1: @gurmeetramrahim ji pita ji msg ne dhum mcha rkhi a #msgincinemas,1,0,0,0,,,,
9434,2min noddle tyaar....rohit sharma chale ab khane pavilion. #indvssa,0,0,0,0,,,,
1280,Pata ni kabhi meri b kismat mehrbaan hogi or me b bhai jaan se mil paunga..Ae khuda. Raham..:-) <3,1,1,1,1,,,,
10991,Divided by 4,0,0,1,0,,,,
10967,thought i would try the black glasses look .  .  .  . i may need the malcolm x joints tho' http/URL,0,0,0,0,,,,
485,15 .  beti bachavo ke madhyam se women safety ko gmbhirta se liya hai,1,2,2,2,,,,
7329,being in amsterdam this early on a friday morning is not my ideal   i just want to get home !,2,2,1,2,,,,
7589,Ek bar padh le or bata kya kami hai . Maine argument ke number Ni likhe but har kisi ka analysis to kiya hai ..,1,2,2,2,,,,
7957,Sallu Bhaijaan aapko #BajrangiBhaijaan film se kaunsa gaana sabse zada pasand hai?? ??,0,1,1,1,,,,
11557,Kuch nhi,0,0,2,0,,,,
12732,sabke pass flag kyu nahi hai :p,1,0,2,0,,,,
845,itne chaate khayega pdai bhul jyega,0,0,0,0,,,,
12400,iss baar bhi nahi milega maukaa bc.. hahaha .. #indvspak #wc15,2,2,2,2,,,,
7134,the new star sports ad takes the cake. #cwc2015 #starsports #indvsuae,0,0,0,0,,,,
9052,kashmir ka kargil ka mumbai ka parliament 9/11 ka sabka badla lega aaj tera kohli... #indvspak,2,2,2,2,,,,
2570,@someUSER he is one of the 1st names on mancini's team sheet and he was one of the 1st names on capello's team sheet and that says it all,1,0,0,0,,,,
7574,Kabhi kabhi apni raji khushi bhej dia karo,1,0,0,0,,,,
2252,watch out for nigeria @someUSER gej pre recorded speech tomorrow live from the tape via nta .  @someUSER,0,0,0,0,,,,
8618,aaj ki party Salman ki taraf se,0,0,0,0,,,,
10535,or ye ashwin ne maxwell ko chipkaya :-),1,1,1,1,,,,
10091,mene phle bhi bola tha .  .  .  ye guddu bigadtaa ja raha hai  .  .  .  samjhao koi ese  .  .  !  !  !,2,2,2,2,,,,
1979,commitmnt kr k bhul gye kya??,1,0,0,0,,,,
7801,luv u soooooooo much salman....aap ke fans hmesha aap ke saath he...,1,1,1,1,,,,
8424,to kya .aise ladke shadi nahi karte kya,0,0,2,0,,,,
2334,that`s talent .  .  .  .  .  .  .  .  .  .  .  .  .  .,1,1,1,1,,,,
11688,joh sapna ankhoo se utarkar dil mein bus jata hai woh sapna kabhi toothta nahi... #shamitabh @srbachchan @dhanushkraja,1,2,2,2,,,,
4002,"georgetown playing jmu in  "" secret scrimmage ""  on saturday while gmu does the same at marquette .  http/URL (h/t @someUSER )",0,0,1,0,,,,
6459,@someUSER i hope they make sure to take care of eli manning   giants vs pittsburgh on sunday #nfl,1,0,0,0,,,,
976,rt @soul_samsara: ha bhai kal panipuri bhi ban kar do #beefban,2,0,0,0,,,,
6014,mey Facebook par...Twitter pe nehi...aooo na..,0,0,0,0,,,,
12594,Salman time pura hogya ajao na fb pe,0,0,0,0,,,,
12023,ab aapkorecharge karwane ke liye paise dene ki zarurat nahi :-),1,1,1,1,,,,
12022,little mix are going to be on kyle and jackie o tomorrow morning :),0,0,1,1,,,,
3793,@someUSER i'm with you on mass effect 3 .  thats goty for me so far .  still waiting on my other two   but one may be persona 4 arena .,1,0,1,1,,,,
6245,mario (y) :/ :/ 8level,2,1,1,1,,,,
8353,Aaj ki party bhai ke taraf se,0,0,0,0,,,,
547,dr .  mohamed morsi announced as egypt's 1st elected president after the glorious 25th of jan revolution .  congratulations to #egypt,1,1,1,1,,,,
8695,really touching and amazing .  .  bachpan ki yaad aa gayi .  .  .,1,1,1,1,,,,
4032,bas kuchh mb ka apps download kro aur earn karo jitna chaho,1,1,1,1,,,,
4756,kuch naya jodna hoga kuch purana todna hoga. #railbudget2015 #prabhukirail,0,2,2,2,,,,
11388,Aan,2,0,0,0,,,,
6336,Yunki party k liye to hum ready hain par kya karen nahi aa sakte kyonki invitation sirf bhaiyo aur behno k liye hai.........,0,0,0,0,,,,
5257,😱😱,0,0,0,0,,,,
5682,street fighter kahan hai  !  chuli,1,0,2,0,,,,
12179,This tym?,0,0,0,0,,,,
5971,haan woh toh pata hai,0,0,0,0,,,,
1251,i love my girl evelyn at work she switched shifts with me saturday:),1,1,1,1,,,,
